OBJECTID_12_13 *,Shape *,num,name,loc1,loc2,lat,long,EMD_CD
526,Point,752,성원2차 아파트,양천구,서울특별시 양천구 목동중앙남로 100,37.542183,126.863304,11470102
527,Point,754,목동1단지아파트 118동 앞 (월촌초등학교 정류소 옆,양천구, 양천구 목동서로 38,37.541142,126.876678,11470102
528,Point,755,목동1단지아파트 상가 앞 (월촌중학교 버스정류소 옆),양천구,양천구 목동서로 38,37.537869,126.881409,11470102
529,Point,756,목동주차장,양천구,양천구 목동동로 298,37.52668,126.876167,11470102
530,Point,757,신정이펜하우스 1단지아파트 입구 사거리,양천구,양천구 신정이펜1로 99,37.514278,126.828743,11470101
531,Point,758,한사랑교회 앞,양천구,양천구 목동동로 33,37.514721,126.8592,11470101
532,Point,759,보아스아파트 앞,양천구,양천구 오목로3길 32,37.524071,126.8386,11470103
533,Point,760,잣절보도육교 아래,양천구, 양천구 남부순환로 699,37.506821,126.844299,11470101
534,Point,762,오목로 무중력지대 앞,양천구, 양천구 신목로 126,37.524742,126.877663,11470102
535,Point,763,목동11단지 아파트,양천구,목동동로 10,37.510658,126.859161,11470101
536,Point,764,목동청소년수련관,양천구,양천구 목동동로 323,37.531029,126.875893,11470102
537,Point,765,오목교역 3번출구,양천구,서울특별시 양천구 목동동로 270,37.524776,126.875481,11470102
538,Point,766,신목동역 3번출구,양천구,양천구 목동 136-1,37.543949,126.883461,11470102
539,Point,767,신정숲속마을아파트,양천구,양천구 신정로 110,37.505745,126.836311,11470101
540,Point,768,목동5단지아파트 501동,양천구,양천구 목동,37.535667,126.881584,11470102
541,Point,769,CBS방송국 앞,양천구,양천구 목동 917-1,37.527855,126.874672,11470102
542,Point,770,목동역5번출구 교통정보센터 앞,양천구,양천구 목동로 186,37.525715,126.864868,11470102
543,Point,771,목동아파트 703동 앞,양천구,양천구 목동로 186 ,37.528206,126.870163,11470102
544,Point,773,"염창역 3, 4번 출구 사이",양천구,공항대로 630,37.546707,126.874573,11470102
545,Point,774,등촌역 4번 출구 ,양천구,양천구 목동 603-2,37.549507,126.867218,11470102
546,Point,775,세종그랑시아 앞(102동),양천구,양천구 목동중앙남로3가길 59,37.538376,126.863831,11470102
547,Point,776,목마공원,양천구,양평교 하부,37.538742,126.885681,11470102
548,Point,777,신월6차보람아파트 앞,양천구,양천구 곰달래로7길 7,37.530128,126.834778,11470103
549,Point,779,양천나눔누리센터,양천구,양천구 중앙로 250,37.518543,126.853882,11470101
550,Point,780,신정교 하부,양천구,양천구 신정동 871-37,37.517338,126.877647,11470101
551,Point,781,신정보도육교 아래,양천구,양천구 신목로 10,37.517593,126.876556,11470101
552,Point,782,서남병원 후문,양천구,양천구 신정이펜1로 20,37.511673,126.832741,11470101
553,Point,785,"양천구청, 보건소 사잇길",양천구,양천구 신정동 321-8,37.517326,126.866303,11470101
554,Point,786,목동아파트 8단지 상가동 앞,양천구,양천구 목동서로 280,37.520073,126.868301,11470101
555,Point,787,양천아파트 입구,양천구,양천구 목동로3길 41,37.507904,126.862648,11470101
556,Point,788,양천구청역 2번출구 옆,양천구,양천구 목동로3길 57,37.512287,126.86528,11470101
557,Point,790,화곡고가 사거리,양천구,양천구 신월동 455-5 ,37.527607,126.848755,11470103
558,Point,791,현대하이페리온,양천구,오목로300(205동앞 서쪽방향),37.524906,126.869789,11470102
559,Point,792,목동트라팰리스 웨스턴에비뉴,양천구,오목로299(이마트 출입구측),37.525372,126.870926,11470102
560,Point,793,목동5단지아파트 534동,양천구,서울특별시 양천구 목동동로 350 목동신시가지아파트5단지,37.53302,126.877899,11470102
561,Point,794,양천문화회관,양천구,양천구 신정동 323-1,37.516865,126.862961,11470101
562,Point,795,양천 해누리타운,양천구,양천구 신정동 327-4,37.515842,126.864113,11470101
563,Point,796,목동아파트 14단지 B상가 앞,양천구,양천구 신정동 330,37.514664,126.871941,11470101
564,Point,797,목동아파트 1422동 1434동 사잇길,양천구,양천구 신정동 332-2,37.515156,126.87249,11470101
565,Point,800,목월공원 앞,용산구,서울특별시 용산구 원효로4가 109-10,37.532433,126.954742,11170117
566,Point,802,한강진역 2번 출구 앞,용산구,서울특별시 용산구 한남동 726-494,37.541153,127.002212,11170131
567,Point,803,한남초교 앞 보도육교,용산구,서울특별시 용산구 한남동 725-17,37.538139,127.004097,11170131
568,Point,805,문배어린이공원 앞,용산구,서울특별시 용산구 문배동 34-10,37.536758,126.970001,11170122
569,Point,806,전자랜드 본관 앞,용산구,서울특별시 용산구 한강로3가 16-8,37.533066,126.960731,11170128
570,Point,807,서울역 12번 출구 앞,용산구,서울특별시 용산구 동자동 14-229,37.552277,126.972687,11170107
571,Point,808,서빙고동 금호맨션 앞,용산구,서울특별시 용산구 서빙고동 235-5,37.520504,126.989739,11170133
572,Point,809,한남 유수지 복개주차장,용산구,서울특별시 용산구 독서당로 18,37.530167,127.007439,11170131
573,Point,810,이태원지하보도,용산구,서울특별시 용산구 용산동2가 5-1812,37.53841,126.986649,11170102
574,Point,811,녹사평역1번출구,용산구,서울특별시 용산구 용산동2가 6-7,37.53508,126.985382,11170102
575,Point,812,용산전쟁기념관,용산구,서울특별시 용산구 용산동1가 8-4,37.53484,126.977661,11170106
576,Point,813,삼각지역 3번출구,용산구,서울특별시 용산구 한강로1가 228-1,37.533512,126.972275,11170124
577,Point,815,LIG강촌아파트 103동앞,용산구,서울특별시 용산구 이촌동301-5,37.518509,126.978798,11170129
578,Point,816,신용산역 6번출구 앞,용산구,서울특별시 용산구 한강대로 115,37.530148,126.968483,11170125
579,Point,817,삼각지역 4번출구 앞,용산구,서울특별시 용산구 한강대로 161,37.533451,126.971733,11170124
580,Point,818,숙명여대 입구 교차로,용산구,서울특별시 용산구 청파로47길 100,37.544895,126.969383,11170110
581,Point,819,선린인터넷 고등학교,용산구,서울특별시 용산구 원효로97길 33-4,37.541653,126.970505,11170111
582,Point,820,청파동입구 교차로,용산구,서울특별시 용산구 한강대로 349,37.549026,126.971947,11170104
583,Point,822,이촌1동 마을공원,용산구,서울특별시 용산구 이촌로 219,37.522041,126.965523,11170128
584,Point,823,효창동주민센터 앞,용산구,서울특별시 용산구 효창동 255-17 임,37.54232,126.96196,11170119
585,Point,825,서빙고동 주민센터 앞,용산구,서울특별시 용산구 서빙고로 279,37.520336,126.994263,11170133
586,Point,826,서울역 서부교차로2,중구,서울특별시 중구 만리동1가 22-1,37.555367,126.968643,11140173
587,Point,827,국군복지단,용산구,서울특별시 용산구 두텁바위로 54-99,37.541885,126.97966,11170102
588,Point,828,숙대입구역 8번,용산구,서울특별시 용산구 한강대로 289,37.544079,126.972,11170104
589,Point,829,베르가모앞,용산구,서울특별시 용산구 한강대로 23,37.52293,126.961693,11170128
590,Point,830,청암자이아파트앞,용산구,서울특별시 용산구 원효로 35,37.534424,126.94857,11170116
591,Point,831,이태원관광특구입구,용산구,서울특별시 용산구 이태원로 134,37.534279,126.988563,11170130
592,Point,832,이촌1동 주민센터 뒤,용산구,서울특별시 용산구 이촌로71길 24,37.521282,126.973465,11170129
593,Point,834,효창공원앞역 3번출구 뒤,용산구,서울특별시 용산구 백범로 지하 287,37.539009,126.96138,11170121
594,Point,835,남영역 건너편,용산구,서울특별시 용산구 한강대로77길 18,37.541981,126.971542,11170104
595,Point,836,현대자동차서비스 앞,용산구,서울특별시 용산구 원효로 74,37.531422,126.9515,11170118
596,Point,837,한남나들목 입구,용산구,서울특별시 용산구 서빙고로 417,37.52906,127.006729,11170131
597,Point,838,숙대입구역 4번출구,용산구,서울특별시 용산구 남영동 19-8,37.54446,126.972389,11170105
598,Point,839,보광동 삼성리버빌아파트 앞,용산구,용산구 보광로5길 40,37.52401,127.00145,11170136
599,Point,840,용산 파크타워 앞,용산구,용산구 서빙고로 67,37.523651,126.970268,11170127
600,Point,841,신용산역 1번 출구,용산구,용산구 한강대로 100,37.52961,126.968872,11170125
601,Point,843,녹사평역 광장,용산구,용산구 이태원로 134,37.533798,126.98867,11170130
602,Point,844,이촌2동 동원베네스트 아파트 앞,용산구,용산구 이촌로14길 7,37.527149,126.955162,11170129
603,Point,845,용산 선인상가,용산구,용산구 한강로3가 3-42,37.5327,126.964378,11170125
604,Point,846,용산중학교,용산구,  용산구 후암동 260,37.546501,126.980949,11170101
605,Point,848, 삼각지12번 출구,용산구,한강로1가 24-7 ,37.534889,126.975624,11170106
606,Point,849, 삼각지 자이아파트,용산구,한강로1가 80-11 ,37.536079,126.973419,11170124
607,Point,850, KCC용산월츠타워 ,용산구,백범로90길 90,37.537399,126.968925,11170122
608,Point,851,효창 푸르지오 앞,용산구,백범로 260,37.540478,126.958115,11170119
609,Point,852,청암자이APT(103동),용산구,청암동 92-1 ,37.534527,126.947182,11170116
610,Point,853,용산역 맞은편,용산구,한강로2가 408-5 ,37.528568,126.965691,11170125
611,Point,854,HID 유족동지회 앞,용산구,이태원로 271,37.538727,127.001549,11170131
612,Point,855,이촌역5번출구 앞,용산구, 서빙고로 83,37.522724,126.972771,11170127
613,Point,857, 현대 안성타워,용산구,이태원로 217,37.535023,126.998054,11170131
614,Point,858,녹사평역3번 출구,용산구,용산동4가 1-1,37.534409,126.986893,11170103
615,Point,859,남산공원 야외식물원 앞,용산구,이태원동 259-16,37.541885,126.995865,11170130
616,Point,860,LG한강 자이아파트 앞,용산구,용산구 이촌동 429 ,37.520748,126.970825,11170129
617,Point,863,이촌역2번 출구,용산구,용산동5가 17,37.52177,126.977005,11170127
618,Point,864,순천향대학병원(한남오거리),용산구,한남동 705-5 (한남대로),37.535141,127.006004,11170131
619,Point,865,하얏트호텔 앞,용산구,"한남동 산 10-138
 (소월로)",37.540794,126.997849,11170131
620,Point,866,브라운스톤 남산아파트,용산구,후암동 458,37.551548,126.97686,11170101
621,Point,867,서빙고역 광장(1번출구),용산구,서빙고동241-14,37.519909,126.989235,11170133
622,Point,869,노들섬 동측 앞,용산구,서울특별시 용산구 이촌동 303-8,37.517296,126.959145,11170129
623,Point,870,노들섬 서측 앞,용산구,서울특별시 용산구 이촌동 304-11,37.517319,126.958298,11170129
624,Point,900,은평예술회관,은평구,서울특별시 은평구 녹번동 85-4,37.603943,126.927696,11380102
625,Point,902,진관동 은빛초등학교,은평구,서울특별시 은평구 진관동 45-21,37.643108,126.918221,11380114
626,Point,903,은평뉴타운 아이파크,은평구,서울특별시 은평구 진관동 13-20,37.645866,126.927391,11380114
627,Point,904,은평뉴타운 푸르지오,은평구,서울특별시 은평구 진관동 5-8,37.648674,126.930702,11380114
628,Point,905,구파발역 2번출구,은평구,서울특별시 은평구 진관동 86-31,37.636234,126.918999,11380114
629,Point,906,연신내역 5번출구150M 아래,은평구,서울특별시 은평구 대조동 207-8,37.61721,126.919579,11380106
630,Point,907,CJ 드림시티,은평구,서울특별시 은평구 역촌동 43-11,37.599491,126.916862,11380107
631,Point,908,구산역 4번출구,은평구,서울특별시 은평구 갈현동 536-8,37.613186,126.917351,11380104
632,Point,909,백련산 힐스테이트 3차,은평구,서울특별시 은평구 응암동 761-9,37.586994,126.922882,11380107
633,Point,911,은평평화공원(역촌역4번출구),은평구,서울특별시 은평구 녹번동 153-31,37.605583,126.922935,11380102
634,Point,912,응암오거리,은평구,서울특별시 은평구 응암동 604-5,37.589661,126.916946,11380107
635,Point,913,이마트 버스정류장(서부경찰서 방면),은평구,서울특별시 은평구 응암동 90-15,37.6007,126.920128,11380107
636,Point,914,새절역 2번출구,은평구,서울특별시 은평구 응암동 610-3,37.590797,126.913651,11380109
637,Point,915,증산역 4번출구,은평구,서울특별시 은평구 증산동 199-8,37.584381,126.909897,11380110
638,Point,916,평생학습관 앞,은평구,서울특별시 은평구 역촌동 15-40,37.607849,126.921326,11380108
639,Point,917,녹번역 4번출구,은평구,서울특별시 은평구 녹번동 55,37.60078,126.935211,11380107
640,Point,919,서울혁신파크,은평구,서울특별시 은평구 녹번동 15-2,37.607025,126.933312,11380102
641,Point,921,신도고등학교,은평구,서울특별시 은평구 진관동 242-14,37.630016,126.919029,11380114
642,Point,922,연신내역 4번출구,은평구,서울특별시 은평구 대조동 227-2,37.617802,126.921967,11380106
643,Point,923,국민은행 연서지점,은평구,서울특별시 은평구 불광동 355,37.620949,126.925636,11380103
644,Point,924,메뚜기다리,은평구,서울특별시 은평구 진관동 161-9,37.628517,126.929581,11380114
645,Point,925,불광역 2번출구,은평구,서울특별시 은평구 불광동 285-43,37.609566,126.930977,11380103
646,Point,927,연신내역 3번출구 인근,은평구,서울특별시 은평구 불광동 304-5,37.617855,126.922523,11380103
647,Point,928,은평역사한옥박물관,은평구,서울특별시 은평구 진관동 133-29,37.641315,126.938042,11380114
648,Point,930,구 서부경찰서 건너편,은평구,서울특별시 은평구 역촌동 41-7,37.601662,126.920303,11380108
649,Point,931,역촌파출소,은평구,서울특별시 은평구 역촌동 45-34,37.604736,126.915337,11380108
650,Point,932,예일여중,은평구,서울특별시 은평구 연서로 117,37.610004,126.916397,11380105
651,Point,933,역촌종합시장 버스정류장(예일여고 방면),은평구,서울특별시 은평구 서오릉로 163,37.612484,126.914879,11380105
652,Point,934,신사동 성당,은평구,서울특별시 은평구 신사동 41-3,37.597141,126.909599,11380109
653,Point,937,상림마을 롯데캐슬2단지 옆,은평구,서울특별시 은평구 진관동 30-23,37.645851,126.923798,11380114
654,Point,938,금암 문화공원,은평구,서울특별시 진관동 44-28 ,37.644684,126.918457,11380114
655,Point,939,은평구청 교차로,은평구,서울특별시 응암동 82-31,37.6017,126.927422,11380107
656,Point,941,은평뉴타운 도서관,은평구,서울특별시 진관동 141-27,37.637222,126.933304,11380114
657,Point,942,상림마을 생태공원,은평구,서울특별시 진관동 16-4,37.644081,126.929283,11380114
658,Point,943,은평구청 보건소,은평구,서울특별시 녹번동 84,37.602402,126.92865,11380102
659,Point,945,기자촌 사거리,은평구,서울특별시 은평구 진관동 149-17,37.63414,126.932343,11380114
660,Point,946,독바위역,은평구,서울특별시 은평구 불광로 129,37.618439,126.932884,11380103
661,Point,947,연신내 선일하이츠빌 정류소,은평구,서울특별시 불광동 484-165,37.622669,126.91999,11380103
662,Point,948,디지털미디어 시티역 4번출구,은평구,서울특별시 증산동 239,37.577202,126.902351,11380110
663,Point,949,연신내역 1번 출구,은평구,서울특별시 불광동 487-2,37.619781,126.920807,11380103
664,Point,950,구산역 2번 출구,은평구,서울특별시 역촌동 1-57,37.609802,126.916794,11380108
665,Point,952,서울연신중학교,은평구,서울특별시 불광동 400-4번지,37.62265,126.925247,11380103
666,Point,953,서울연신초등학교,은평구,서울특별시 불광동 73-1번지 ,37.625778,126.928818,11380103
667,Point,954,은평뉴타운구파발9단지,은평구,서울특별시 은평구 진관3로 77,37.642609,126.921478,11380114
668,Point,956,응암시장교차로,은평구,서울특별시 은평구 응암로 248,37.594414,126.918014,11380107
669,Point,958,본 서부병원 버스정류장(은평 세무서 방면),은평구,응암동 98-69,37.600361,126.922813,11380107
670,Point,959,구파발10단지 인근,은평구,진관동 72-23,37.643662,126.914558,11380114
671,Point,960,구파발역 환승센터,은평구,진관동 67-26,37.638252,126.919456,11380114
672,Point,961,불광역 9번 출구,은평구,불광동 281-109,37.61097,126.92981,11380103
673,Point,962,은평뉴타운 힐데스하임,은평구,진관동 70-4,37.639259,126.918907,11380114
674,Point,963,대호프라자아파트,은평구,은평구 불광동 242-61 ,37.614429,126.932579,11380103
675,Point,964,북한산힐스테이트 7차아파트,은평구,은평구 불광동 643-4,37.616543,126.925125,11380103
676,Point,965,서울특별시 은평병원,은평구,은평구 응암동 232-3,37.593479,126.923187,11380107
677,Point,966,서울혁신파크1,은평구, 은평구 녹번동 5,37.609032,126.934677,11380102
678,Point,967,서울혁신파크2,은평구,은평구 녹번동 5,37.60891,126.932419,11380102
679,Point,968,은평뉴타운 상림마을 13단지,은평구,은평구 진관4로 48-50,37.64209,126.929413,11380114
680,Point,969,은평 지웰테라스,은평구,은평구 진관4로 78-38,37.643394,126.932136,11380114
681,Point,971,역촌 센트레빌 아파트,은평구,은평구 역촌동 221,37.602329,126.906548,11380108
682,Point,972,수색역,은평구,수색로 261,37.582161,126.894928,11380101
683,Point,973,제각말푸르지오 5-1단지 아파트,은평구, 은평구 진관동 144-7 ,37.637348,126.935844,11380114
684,Point,974,연신초등학교옆 마을마당,은평구,불광동69,37.62672,126.929016,11380103
685,Point,975,백련산 힐스테이트상가앞,은평구,응암동백련산로38상가앞,37.590363,126.923012,11380107
686,Point,976,진관고등학교앞,은평구,진관4로26,37.643509,126.924103,11380114
687,Point,977,신도중학교앞,은평구,진관1로77-30,37.633102,126.931503,11380114
688,Point,978,녹번 힐스테이트상가앞,은평구,통일로610,37.601009,126.935928,11380102
689,Point,979,원풍빌라앞,은평구,은평터널로143,37.591862,126.906082,11380109
690,Point,982,녹번초등학교(서오릉로),은평구,서오릉로32,37.604126,126.925087,11380102
691,Point,984,상신초등학교앞 버스정류장,은평구,가좌로316,37.59581,126.910263,11380109
692,Point,985,은평세무서 버스정류장(은평구청 방면),은평구,은평로170,37.601192,126.926384,11380107
693,Point,989,신응교(가좌로) 앞,은평구,가좌로255,37.591812,126.914833,11380107
694,Point,991,흥국사 정류장,은평구,은평구 진관동 298-2 ,37.656769,126.942009,11380114
695,Point,992,북한산입구 정류장,은평구,은평구 진관동 289 ,37.658428,126.94606,11380114
696,Point,993,은평뉴타운 온뜨락아파트앞,은평구,통일로972,37.630287,126.919563,11380114
697,Point,994,북한산생태공원입구(교통섬),은평구,불광동638-6,37.610508,126.938538,11380103
698,Point,995,은평다목적체육관,은평구,진관1로40,37.631409,126.925407,11380114
699,Point,996,응암역 1번출구,은평구,응암동471-6,37.599968,126.915726,11380108
700,Point,1001,광진교 남단 사거리(천호공원 방면),강동구,서울특별시 강동구 구천면로 171,37.541794,127.124748,11740109
701,Point,1002,해공공원(천호동),강동구,서울특별시 강동구 올림픽로 702,37.545265,127.125938,11740109
702,Point,1003,해공도서관앞,강동구,서울특별시 강동구 올림픽로 702,37.543957,127.125488,11740109
703,Point,1004,삼성광나루아파트 버스정류장,강동구,서울특별시 강동구 상암로3길 77,37.553329,127.128868,11740107
704,Point,1006,롯데캐슬 115동앞,강동구,서울특별시 강동구 양재대로 1665,37.554867,127.142799,11740107
705,Point,1007,암사동 선사유적지,강동구,서울특별시 강동구 올림픽로 875,37.559559,127.130875,11740107
706,Point,1008,암사역 3번출구(국민은행앞),강동구,서울특별시 강동구 올림픽로 지하 776,37.549576,127.127182,11740107
707,Point,1009,천호역4번출구(현대백화점),강동구,서울특별시 강동구 천호대로 지하 997,37.538666,127.124245,11740108
708,Point,1010,강동세무서,강동구,서울특별시 강동구 천호대로 1139,37.534508,127.138405,11740105
709,Point,1011,LIGA 아파트 앞,강동구,서울특별시 강동구 천호대로 1120,37.534744,127.135284,11740108
710,Point,1012,서울 상운차량,강동구,서울특별시 강동구 올림픽로 610,37.536007,127.122726,11740108
711,Point,1013,강동구청역 1번 출입구,강동구,서울특별시 강동구 올림픽로 지하 550,37.530716,127.120987,11740108
712,Point,1015,샛마을 근린공원,강동구,서울특별시 강동구 구천면로 431-2,37.550037,127.146912,11740101
713,Point,1016,해뜨는 주유소옆 리엔파크 109동앞,강동구,서울특별시 강동구 상일로 152,37.559399,127.171181,11740110
714,Point,1017,둔촌고교입구 교차로(길동주민센터 방면),강동구,서울특별시 강동구 천호대로 1207,37.535446,127.145187,11740105
715,Point,1018,둔촌 주공 GS 맞은편,강동구,서울특별시 강동구 양재대로 1330,37.52459,127.135422,11740106
716,Point,1019,다성이즈빌아파트(호원대 대각선 맞은편),강동구,서울특별시 강동구 성내로 91,37.526794,127.130058,11740108
717,Point,1020,강동경찰서,강동구,서울특별시 강동구 성내로 57,37.528252,127.126801,11740108
718,Point,1021,강일동 리슈빌 빌딩앞,강동구,서울특별시 강동구 아리수로 419,37.564274,127.173973,11740110
719,Point,1022,길동 사거리(초소앞),강동구,서울특별시 강동구 양재대로 1441,37.533779,127.137993,11740108
720,Point,1023,한국종합기술사옥 앞,강동구,서울특별시 강동구 상일동 504 ,37.549984,127.174706,11740103
721,Point,1024,강동구청 앞,강동구,서울특별시 성내동 546-3 ,37.529297,127.123154,11740108
722,Point,1025,상일초등학교,강동구,서울특별시  상일동 440-3,37.546841,127.172516,11740103
723,Point,1026,대명초교 입구 교차로,강동구,서울특별시 명일동 59,37.546535,127.155838,11740101
724,Point,1027,프라자 아파트 앞,강동구,서울특별시 길동 176-3,37.535961,127.147819,11740105
725,Point,1028,포레스 주상복합 빌딩,강동구,서울특별시 성내동 119-2,37.533108,127.122772,11740108
726,Point,1029,성내어울터,강동구,서울특별시 성내동  44-1,37.536556,127.125534,11740108
727,Point,1030,미호 플랜트 앞,강동구,서울특별시 성내동 478,37.527031,127.122063,11740108
728,Point,1031,암사동 CBIS,강동구,서울특별시 암사동 440-13,37.55582,127.129913,11740107
729,Point,1032,선사고등학교,강동구,서울특별시 암사동 445,37.556728,127.136261,11740107
730,Point,1033,고덕동 아남아파트,강동구,서울특별시 고덕동 673,37.557934,127.144768,11740102
731,Point,1034,고덕동 래미안 힐스테이트,강동구,서울특별시 고덕동 603,37.561878,127.150787,11740102
732,Point,1035,고덕역 4번출구,강동구,서울특별시 명일동 46-5,37.555096,127.155281,11740101
733,Point,1036,고덕동 주양쇼핑,강동구,서울특별시 명일동 48-2,37.551991,127.153313,11740101
734,Point,1037,강일리버파크 6단지,강동구,서울특별시 강일동 448-2,37.562565,127.177612,11740110
735,Point,1038,강일 다솜 어린이 공원,강동구,서울특별시 강일동 333-2,37.568638,127.174805,11740110
736,Point,1039,고덕초등학교,강동구,서울특별시 고덕동 215,37.561298,127.167847,11740102
737,Point,1041,묘곡초등학교,강동구,서울특별시 고덕동 499-2,37.559162,127.15332,11740102
738,Point,1042,강일리버파크 2~5단지,강동구,서울특별시 강일동 63-20,37.568546,127.17701,11740110
739,Point,1044,굽은다리역,강동구,서울특별시  양재대로 1572,37.545406,127.142677,11740109
740,Point,1047,강동 한신휴플러스,강동구,서울특별시 강동구 천호대로175길 39,37.536472,127.137154,11740105
741,Point,1048,둔촌어린이공원,강동구,서울특별시 강동구 진황도로 172,37.530994,127.142372,11740106
742,Point,1049,강일리버파크 10단지,강동구,서울특별시 강동구 고덕로97길 20,37.561203,127.180267,11740110
743,Point,1050,둔촌역 3번 출입구,강동구,서울특별시 강동구 양재대로 1355,37.526783,127.135574,11740108
744,Point,1051,"강일중,선사고 버스정류장(신암중학교 방면)",강동구,서울특별시 강동구 고덕로 109,37.554836,127.137321,11740107
745,Point,1052,리싸이클시티,강동구,강동구 동남로 930,37.55645,127.156822,11740102
746,Point,1053,동명근린공원 진입로 (아리수로),강동구,고덕동 230,37.562546,127.164482,11740102
747,Point,1054,말우물 어린이 공원,강동구,상일로 27길 14-7,37.560028,127.169678,11740102
748,Point,1056,강일리버파크 7~11단지,강동구,강일동 435-2,37.563354,127.179054,11740110
749,Point,1057,능골근린공원,강동구,상일동 482,37.555809,127.173744,11740103
750,Point,1058,고덕숲 아이파크 1,강동구,상일동 133,37.553482,127.165054,11740103
751,Point,1059,래미안 강동팰리스(102동),강동구,강동구 천호동 166-56,37.538227,127.131744,11740109
752,Point,1060,천일초교 사거리,강동구,강동구 천호동 217-18,37.54467,127.132675,11740109
753,Point,1061,천호초교 입구 사거리(일주빌딩),강동구, 강동구 천호동 234-2,37.546898,127.134666,11740109
754,Point,1062,고덕숲 아이파크 2,강동구,강동구 상일동 163,37.551079,127.162598,11740103
755,Point,1063,강동롯데캐슬퍼스트 아파트(관리동),강동구,강동구 고덕로 131,37.556664,127.142738,11740107
756,Point,1064,중앙보훈병원역 1번출구,강동구,둔촌동 산17-4 ,37.527794,127.147644,11740106
757,Point,1065,보훈병원 정문옆(중앙대영약국),강동구,동남로 635,37.531208,127.149269,11740106
758,Point,1066,생태공원앞 교차로(조명탑),강동구,강동구 둔촌동 564,37.537765,127.152016,11740105
759,Point,1067,한영중고앞사거리,강동구, 명일동 59 ,37.549034,127.156052,11740103
760,Point,1068,명일파출소,강동구,동남로 895,37.55365,127.156227,11740101
761,Point,1069,강동경희대학교병원 입구,강동구,동남로 892,37.553055,127.156883,11740103
762,Point,1070,(시립)고덕평생학습관,강동구,고덕로 295,37.555702,127.157921,11740102
763,Point,1071,명일근린공원공동체텃밭,강동구,상일동 145-6,37.555687,127.159912,11740103
764,Point,1072,고덕역 5번출구,강동구,5호선 고덕역 5번출구 뒤,37.554863,127.153725,11740101
765,Point,1073,SSTS 몰 앞,강동구,양재대로 1517,37.541145,127.141052,11740109
766,Point,1074,대명초교입구 사거리,강동구,명일동 59 ,37.546837,127.149162,11740101
767,Point,1075,천동초교 삼거리,강동구,천호동 114-2 (정자 쉼터),37.541363,127.137184,11740109
768,Point,1076,천동초교입구사거리 버스정류장(십자성마을 방면),강동구,양재대로 1504,37.539894,127.141037,11740105
769,Point,1077,강동역 1번출구 앞,강동구,천호동 571-2 ,37.536205,127.132561,11740109
770,Point,1078,둔촌사거리,강동구,성내동 449-22 ,37.521976,127.133621,11740108
771,Point,1079,강일동입구교차로,강동구,강일동 607-7,37.561844,127.170845,11740110
772,Point,1080,엘웨딩,강동구,천호대로 1052,37.536831,127.128418,11740108
773,Point,1081,트레빌빌딩,강동구,천호동451-20,37.536999,127.129532,11740108
774,Point,1082,중앙보훈병원역3번출구,강동구,둔촌동6-14,37.52956,127.14901,11740106
775,Point,1083,광문고교사거리(아이파크),강동구,고덕동302,37.560368,127.156593,11740102
776,Point,1084,윤선생빌딩(JYP사옥),강동구,강남대로207(윤선생빌딩),37.52393,127.129127,11740108
777,Point,1085,래미안 솔베뉴(고덕로),강동구,양재대로1650,37.554569,127.145874,11740101
778,Point,1086,래미안 솔베뉴(구천면로),강동구,양재대로1650,37.550598,127.145454,11740101
779,Point,1088,풍납사거리(강동),강동구,성내동451-3,37.528122,127.119522,11740108
780,Point,1089,고덕 래미안힐스테이트(201동),강동구,고덕동 675,37.5606,127.146698,11740102
781,Point,1090,상일동역 2번출구 앞,강동구,고덕로 333,37.556789,127.166145,11740102
782,Point,1101,개화동상사마을종점 버스정류장,강서구,서울특별시 강서구 개화동로5길 3-8,37.581612,126.798599,11500110
783,Point,1102,방화사거리 마을버스 버스정류장,강서구,서울특별시 강서구 양천로17길 6,37.573643,126.811806,11500109
784,Point,1103,방화역 4번출구앞,강서구,서울특별시 강서구 금낭화로 135,37.577106,126.811997,11500109
785,Point,1105,방화근린공원,강서구,서울특별시 강서구 금낭화로 176,37.581623,126.812653,11500109
786,Point,1106,신방화사거리,강서구,서울특별시 강서구 방화대로 342,37.573032,126.816452,11500109
787,Point,1108,공항시장역 2번출구 뒤,강서구,서울특별시 강서구 방화동로 지하 30,37.563873,126.810608,11500109
788,Point,1109,공항시장역 4번출구,강서구,서울특별시 강서구 방화동로 지하 30,37.563347,126.810486,11500108
789,Point,1110,공항중학교앞,강서구,서울특별시 강서구 방화대로 241,37.562683,126.816238,11500108
790,Point,1111,마곡엠밸리6_7단지 마곡중학교,강서구,서울특별시 강서구 마곡중앙5로 58,37.566982,126.8218,11500105
791,Point,1112,마곡엠밸리4단지 정문,강서구,서울특별시 강서구 마곡서로 175,37.568577,126.824776,11500105
792,Point,1113,서남환경공원 버스정류장,강서구,서울특별시 강서구 양천로 201,37.573124,126.822388,11500105
793,Point,1117,등촌5단지아파트 버스정류장,강서구,서울특별시 강서구 공항대로 329,37.558197,126.844261,11500102
794,Point,1118,증미역 3번출구뒤(등촌두산위브센티움오피스텔),강서구,서울특별시 강서구 양천로 지하 560,37.557461,126.861458,11500102
795,Point,1119,염창동 한마음아파트 앞,강서구,서울특별시 강서구 양천로 637,37.554253,126.867561,11500101
796,Point,1120,대림경동아파트앞,강서구,서울특별시 강서구 허준로 121,37.564785,126.854645,11500104
