OBJECTID_12_13 *,Shape *,num,name,loc1,loc2,lat,long,EMD_CD,1월 합계,2월 합계,3월 합계,4월 합계,5월 합계,6월 합계
423,Point,659,제기역1번출구,동대문구,동대문구 용두동 237-10,37.57835,127.033386,11230103,185,190,283,441,455,339
424,Point,660,동의보감타워,동대문구,동대문구 왕산로 128,37.577999,127.037628,11230102,974,813,1530,2241,2860,2298
425,Point,661,경희대학교 청운관,동대문구,동대문구 경희대로 26,37.594601,127.051971,11230108,602,513,921,1317,1590,1293
426,Point,458,광화문역 5번출구,종로구,종로구 세종로 1-68 ,37.569893,126.97757,11110119,1311,1053,1782,2795,3486,2825
427,Point,466,롯데호텔,중구,을지로 30,37.565842,126.979813,11140104,1271,1144,1788,2841,3443,3026
428,Point,467,한국은행,중구,남대문로 39,37.562214,126.980865,11140115,1085,948,1895,3099,4021,3414
429,Point,469,회현역 1번출구,중구,퇴계로 72,37.559231,126.980141,11140121,687,707,1321,2040,2656,1962
430,Point,472,삼일교(시그니쳐 타워),중구,청계천로 100,37.567871,126.988403,11140110,125,117,232,359,441,383
431,Point,481,신당역 10번 출구,중구,청계천로 100,37.567032,127.015793,11140163,614,520,863,1296,1603,1420
432,Point,484,도동삼거리,중구,남창동 205-166,37.556149,126.977425,11140112,243,189,346,537,598,544
433,Point,485,서울역4번출구,중구,중구 남대문로5가,37.55677,126.973198,11140118,549,431,818,1330,1987,1801
434,Point,486,평창동주민센터 앞,종로구,서울특별시 종로구 평창동 187-2,37.606274,126.968323,11110183,1082,915,2143,3057,3038,2407
435,Point,494,신수동주민센터,마포구,마포구 신수동 458,37.547245,126.935028,11440111,828,705,1049,1548,2015,1895
436,Point,502,뚝섬유원지역 1번출구 앞,광진구,서울특별시 광진구 능동로 10,37.53186,127.067192,11215105,484,476,931,1564,2015,1599
437,Point,511,서울숲역 4번 출구 옆,성동구,서울특별시 성동구 왕십리로 지하77,37.544582,127.044609,11200114,734,741,1323,2223,2671,2117
438,Point,513,뚝섬역 5번 출구 정류소 옆,성동구,서울특별시 성동구 아차산로 18,37.546307,127.049805,11200114,540,544,865,1621,2003,1701
439,Point,515,광양중학교 앞,광진구,서울특별시 광진구 자양로3길 7,37.530235,127.08683,11215105,334,316,584,1016,1274,1164
440,Point,516,광진메디칼 앞,광진구,서울특별시 광진구 광나루로 355,37.548405,127.069367,11215109,1295,1197,2005,2676,2115,958
441,Point,519,양지사거리,성동구,서울특별시 성동구 홍익동 590,37.566994,127.029915,11200102,1532,1390,2470,4143,5455,4479
442,Point,520,상왕십리역 4번 출구 앞,성동구,서울특별시 성동구 하왕십리동 960-3,37.563858,127.030319,11200102,624,581,1026,1483,1981,3265
443,Point,521,왕십리역 11번 출구 앞,성동구,서울특별시 성동구 행당동 188-9,37.561447,127.03492,11200107,1063,1101,2397,3706,4947,4209
444,Point,524,래미안금호하이리버 아파트 102동 옆,성동구,서울특별시 성동구 금호동2가 1220-1,37.5522,127.025055,11200110,694,723,1424,2246,2823,2311
445,Point,529,장한평역 8번 출구 앞,성동구,서울특별시 성동구 용답동 224-3,37.561371,127.06366,11200122,235,250,559,751,952,766
446,Point,533,금남시장 교차로,성동구,서울특별시 성동구 금호동4가 1101,37.548149,127.021088,11200112,577,554,1063,1420,1767,1512
447,Point,546,잠실대교북단 교차로,광진구,서울특별시 광진구 자양동 722,37.532478,127.085091,11215105,254,187,457,687,804,685
448,Point,548,자양나들목,광진구,서울특별시 광진구 자양동 738,37.52977,127.07486,11215105,276,485,1080,1390,1154,974
449,Point,555,구의3동주민센터,광진구,서울특별시 광진구 강변역로 17,37.537849,127.092171,11215103,407,412,675,1096,1470,1253
450,Point,560,비전교회 앞,성동구,서울특별시 성동구 동일로 213,37.551205,127.068932,11200118,1092,1029,2053,3667,5112,4220
451,Point,562,군자지하보도 앞,성동구,서울특별시 성동구 동일로 313,37.559246,127.07341,11200118,791,695,1301,2340,2916,2334
452,Point,569,응봉현대아파트 정류소,성동구,서울특별시 성동구 독서당로 381,37.549583,127.030243,11200108,871,795,1615,2884,3438,2942
453,Point,571,어린이대공원역6번출구,광진구,서울특별시 광진구 군자로 74,37.550396,127.075859,11215109,2630,2227,3726,5441,6778,6021
454,Point,572,국립정신 건강센터 앞,광진구,서울특별시 광진구 능동로 398,37.56538,127.08651,11215101,373,381,640,1052,1267,1091
455,Point,573,구의문주차장 앞,광진구,서울특별시 광진구 능동로 216,37.545231,127.084732,11215102,1255,1139,1996,3233,3960,3547
456,Point,586,마장동 주민센터,성동구,서울특별시 성동구 마장로42길 14,37.565941,127.045395,11200105,562,547,1366,2120,2620,0
457,Point,588,뚝섬 유원지역,광진구,서울특별시 광진구 능동로 10,37.532688,127.067497,11215105,310,276,465,692,891,804
458,Point,593,자양중앙나들목,광진구,서울특별시 광진구 자양강변길 301,37.528587,127.077873,11215105,539,462,821,1076,1283,1116
459,Point,594,중랑물재생센터(서울새활용플라자),성동구,서울특별시 성동구 자동차시장길 49,37.558365,127.056908,11200122,332,367,608,970,1306,1015
460,Point,610,동대문중 교차로,동대문구,서울특별시 동대문구 답십리동 524-1,37.573086,127.052162,11230105,766,626,1096,1706,2254,1994
461,Point,617,청솔우성아파트 앞,동대문구,서울특별시 동대문구 답십리동 94-2 ,37.574203,127.057693,11230105,781,657,1145,1049,1753,1751
462,Point,621,동대문중학교 옆,동대문구,서울특별시 동대문구 사가정로 62,37.57489,127.053535,11230104,1236,1080,2158,3201,3857,3577
463,Point,624,전농동 동아아파트 앞,동대문구,서울특별시 동대문구 서울시립대로 31,37.574188,127.045891,11230104,960,843,1461,2329,2708,2342
464,Point,638,서울시립대 정보기술관,동대문구,서울특별시 동대문구 한천로43길 12-14,37.583008,127.060974,11230104,479,456,995,1711,2108,1601
465,Point,648,장안동위더스빌옆,동대문구,서울특별시 동대문구 한천로 42,37.5667,127.062424,11230105,682,594,1119,1660,2261,1953
466,Point,654,전농동 텃골공원,동대문구,서울특별시 동대문구 사가정로 65,37.577621,127.052109,11230104,309,283,684,966,955,634
467,Point,663,외대앞역 4번출구,동대문구,동대문구 휘경동 146-42,37.594891,127.063026,11230109,372,347,613,996,1296,1122
468,Point,664,서울시립대 건설공학관,동대문구,동대문구 서울시립대로 163 서울시립대학교,37.584129,127.057938,11230104,255,269,616,1067,1372,934
469,Point,665,이문동 쌍용아파트 정문,동대문구,동대문구 한천로58길 47,37.599606,127.068642,11230110,427,353,602,797,931,770
470,Point,666,이문대성유니드아파트 앞,동대문구,한천로58길 151,37.603622,127.070831,11230110,1546,1401,2323,3502,4359,3789
471,Point,667,청량차도 육교 밑,동대문구,제기로 126,37.586594,127.046997,11230107,596,525,984,1541,2162,1840
472,Point,668,서울축산농협(장안지점),동대문구,동대문구 장안동 469-8 ,37.567997,127.068779,11230106,1148,1013,2177,3464,4421,3549
473,Point,669,청계신한신휴플러스앞 삼거리,동대문구,서울시립대로14,37.572147,127.044609,11230105,315,272,485,626,808,659
474,Point,670,삼육서울병원 버스정류장,동대문구,망우로74,37.589687,127.061409,11230109,241,255,809,1255,1392,1279
475,Point,671,대광빌딩,동대문구,동대문구 신설동 168-7 ,37.577343,127.023376,11230101,562,535,949,1267,1619,1486
476,Point,672,대광고등학교,동대문구,동대문구 신설동 397-2 ,37.578751,127.024025,11230101,686,584,1228,2075,2735,1926
477,Point,673,안암골벽산아파트(후문),동대문구,동대문구 제기동 190-11 ,37.58408,127.031036,11230103,378,331,577,838,1243,1099
478,Point,674,고대앞사거리 교통섬,동대문구,동대문구 제기동 142-21 ,37.586552,127.033142,11230103,1273,1140,2044,3228,4463,865
479,Point,676,FITI시험연구원 앞,동대문구,동대문구 정릉천동로 102,37.581432,127.035477,11230103,773,659,1254,2197,2839,2431
480,Point,677,청량리역 4번 5번출구 사이,동대문구,청량리역환승센터 횡단보도,37.580151,127.045799,11230104,128,148,255,458,565,438
481,Point,678,장안힐스테이트(아) 앞,동대문구,동대문구 답십리로69길 93,37.576557,127.07431,11230106,943,857,1753,2714,3491,3103
482,Point,679,전농SK아파트 앞,동대문구,동대문구 사가정로 150 ,37.577877,127.061684,11230104,103,94,252,455,495,339
483,Point,680,꿈마루어린이도서관 앞,동대문구,동대문구 이문로 55,37.592384,127.057411,11230110,615,623,1155,1841,2445,2076
484,Point,681,서울특별시 동부교육지원청(육교),동대문구,동대문구 전농로168,37.579838,127.056374,11230104,820,737,1314,1868,2360,2176
485,Point,700,KB국민은행 염창역 지점 앞,양천구,서울특별시 양천구 목동 559,37.546848,126.872772,11470102,1009,988,1445,2008,2617,2541
486,Point,701,목동사거리 부근,양천구,서울특별시 양천구 목동 813,37.532803,126.86393,11470102,2101,1724,2911,4677,6138,5318
487,Point,702,목4동주민센터 옆,양천구,서울특별시 양천구 목동 904-3,37.532543,126.868729,11470102,1662,1480,1989,3097,4217,3891
488,Point,703,오목교역 7번출구 앞,양천구,서울특별시 양천구 목동 451,37.523628,126.875244,11470102,506,472,661,1047,1313,1204
489,Point,704,남부법원검찰청 교차로,양천구,서울특별시 양천구 신정동 1095,37.523254,126.864906,11470101,2018,1708,2649,4197,5555,5253
490,Point,706,신정네거리역,양천구,서울특별시 양천구 신월동 894,37.521881,126.851753,11470103,540,572,801,1281,1699,1641
491,Point,708,서울출입국관리사무소 앞,양천구,서울특별시 양천구 신정동 319-3,37.51897,126.869965,11470101,122,168,374,691,987,1050
492,Point,709,신정3동 현장민원실 앞,양천구,서울특별시 양천구 신정동 760-2,37.511585,126.84156,11470101,630,645,1037,1526,1764,1821
493,Point,710,금옥여고보도육교,양천구,신정로 213,37.509712,126.84417,11470101,363,307,476,801,1064,952
494,Point,711,신일해피트리아파트 앞,양천구,서울특별시 양천구 신월동 1063-4,37.517059,126.848488,11470101,329,324,511,844,1147,965
495,Point,712,강월초교입구 사거리,양천구,서울특별시 양천구 신월동 905,37.516998,126.838318,11470103,295,349,509,896,1097,1089
496,Point,713,양서중학교 옆,양천구,서울특별시 양천구 신월동 790,37.533047,126.829956,11470103,989,898,1402,1914,2221,2088
497,Point,714,한국SGI 양천문화회관 앞,양천구,서울특별시 양천구 신월동 790,37.532547,126.830803,11470103,1042,904,1351,2149,2674,2692
498,Point,716,신정6동 주민센터 인근,양천구,서울특별시 양천구 목동서로 355,37.517319,126.864319,11470101,392,380,634,884,1031,1033
499,Point,719,홍익병원앞 교차로,양천구,서울특별시 양천구 등촌로 2,37.530369,126.864258,11470102,697,659,1063,1664,2093,1841
500,Point,720,서울강월초등학교 앞,양천구,서울특별시 양천구 신월로 97,37.516197,126.8349,11470103,1177,1072,1819,2730,3581,3163
501,Point,722,경서농협 버스정류장(우리은행신정동지점방향),양천구,서울특별시 양천구 신월로 328,37.521511,126.857384,11470101,274,254,348,477,539,428
502,Point,723,SBS방송국,양천구,서울특별시 양천구 목동서로161,37.529163,126.872749,11470102,502,426,684,863,1221,1124
503,Point,724,계남공원 입구 주출입구 좌측,양천구,서울특별시 양천구 신정동 621-14,37.510681,126.857399,11470101,1505,1299,2225,3554,4530,4596
504,Point,725,양강중학교앞 교차로,양천구,서울특별시 양천구 남부순환로88길5-16,37.524334,126.850548,11470103,1256,1138,1830,2841,3587,3508
505,Point,726,목동3단지 시내버스정류장,양천구,서울특별시 양천구 목동중앙로 49 ,37.53439,126.869598,11470102,916,986,1639,2435,3116,2886
506,Point,729,서부식자재마트 건너편,양천구,서울특별시 양천구 신정동 236 ,37.51038,126.866798,11470101,493,578,887,1273,1730,1547
507,Point,731,서울시 도로환경관리센터,양천구,서울특별시 양천구 목동동로 316-6,37.5299,126.876541,11470102,280,301,564,907,1144,1101
508,Point,732,신월중학교,양천구,서울특별시 양천구 화곡로 59,37.539551,126.8283,11470103,1524,1443,2382,3524,4686,4416
509,Point,733,신정이펜하우스314동,양천구,서울특별시 양천구 신정이펜1로50 ,37.514099,126.831001,11470101,1253,1053,1839,3032,4003,3882
510,Point,734,신트리공원 입구,양천구,서울특별시 양천구 신정동 310-8 ,37.51395,126.856056,11470101,649,593,910,1314,1851,1480
511,Point,735,영도초등학교,양천구,서울특별시 양천구 목동중앙로 70 ,37.536377,126.871513,11470102,422,396,664,1051,1308,1235
512,Point,736,오솔길공원,양천구,서울특별시 양천구 남부순환로70길11-9,37.52219,126.8367,11470103,648,564,903,1496,2096,2073
513,Point,737,장수공원,양천구,서울특별시 양천구 신월로 894 ,37.52256,126.84948,11470103,469,461,698,1020,1426,1358
514,Point,739,신월사거리,양천구,서울특별시 양천구 신월동 263,37.536201,126.827797,11470103,104,135,255,508,717,627
515,Point,740,으뜸공원,양천구,서울특별시 양천구 가로공원로 133,37.536369,126.831711,11470103,529,489,892,1533,1864,1618
516,Point,741,화곡로 입구 교차로,양천구,서울특별시 양천구 신월동 258,37.53952,126.825401,11470103,352,284,503,941,1284,1150
517,Point,742,등촌역 5번 출구 뒤,양천구,서울특별시 양천구 등촌로 236,37.550732,126.864578,11470102,1243,1193,1915,3041,3780,3800
518,Point,743,현대6차아파트 101동 옆,양천구,서울특별시 양천구 신정동 735-5,37.5089,126.842682,11470101,239,236,466,704,806,778
519,Point,744,신목동역 2번 출구,양천구,서울특별시 양천구 목동중앙로 212 앞,37.543842,126.882546,11470102,1731,1498,2150,3540,5011,5197
520,Point,745,강서초등학교,양천구,서울특별시 양천구 오목로 31 부근,37.522282,126.839699,11470103,841,813,1187,2031,2851,2747
521,Point,746,목동2단지 상가,양천구,서울특별시  양천구 목동 902-5 ,37.536503,126.877747,11470102,465,621,922,962,1086,1024
522,Point,747,목동3단지 상가,양천구,서울특별시 양천구 목동 903-6,37.53458,126.875648,11470102,434,472,1006,1571,1877,1524
523,Point,748,목동운동장,양천구,서울특별시 양천구 안양천로 939,37.530251,126.879303,11470102,408,382,655,999,1337,1138
524,Point,749,이대목동병원보도육교,양천구,서울특별시 양천구 목동 911-10,37.537228,126.886612,11470102,637,539,883,1285,1564,1448
525,Point,750,연의근린공원 건너편,양천구,서울특별시 양천구 신정로7길 92,37.512157,126.835625,11470101,886,831,1276,1850,2316,2330
526,Point,752,성원2차 아파트,양천구,서울특별시 양천구 목동중앙남로 100,37.542183,126.863304,11470102,1319,1104,1789,2965,3888,3842
527,Point,754,목동1단지아파트 118동 앞 (월촌초등학교 정류소 옆,양천구, 양천구 목동서로 38,37.541142,126.876678,11470102,712,683,1171,1944,2627,2225
528,Point,755,목동1단지아파트 상가 앞 (월촌중학교 버스정류소 옆),양천구,양천구 목동서로 38,37.537869,126.881409,11470102,278,252,426,698,867,762
529,Point,756,목동주차장,양천구,양천구 목동동로 298,37.52668,126.876167,11470102,796,598,1036,1542,1864,1879
530,Point,757,신정이펜하우스 1단지아파트 입구 사거리,양천구,양천구 신정이펜1로 99,37.514278,126.828743,11470101,403,337,586,932,1189,1139
531,Point,758,한사랑교회 앞,양천구,양천구 목동동로 33,37.514721,126.8592,11470101,310,258,447,602,784,709
532,Point,759,보아스아파트 앞,양천구,양천구 오목로3길 32,37.524071,126.8386,11470103,348,415,834,1706,1510,1134
533,Point,760,잣절보도육교 아래,양천구, 양천구 남부순환로 699,37.506821,126.844299,11470101,603,522,976,1507,1972,2004
534,Point,762,오목로 무중력지대 앞,양천구, 양천구 신목로 126,37.524742,126.877663,11470102,1441,1445,2213,3420,4499,4366
535,Point,763,목동11단지 아파트,양천구,목동동로 10,37.510658,126.859161,11470101,2337,1980,3609,6133,8131,7545
536,Point,764,목동청소년수련관,양천구,양천구 목동동로 323,37.531029,126.875893,11470102,659,720,1379,2424,2555,1915
537,Point,765,오목교역 3번출구,양천구,서울특별시 양천구 목동동로 270,37.524776,126.875481,11470102,239,226,302,388,568,575
538,Point,766,신목동역 3번출구,양천구,양천구 목동 136-1,37.543949,126.883461,11470102,869,779,1251,1896,2501,2392
539,Point,767,신정숲속마을아파트,양천구,양천구 신정로 110,37.505745,126.836311,11470101,1991,1655,2968,4693,6423,5802
540,Point,768,목동5단지아파트 501동,양천구,양천구 목동,37.535667,126.881584,11470102,3208,2910,4741,7386,9820,9075
541,Point,769,CBS방송국 앞,양천구,양천구 목동 917-1,37.527855,126.874672,11470102,1102,990,1682,2386,3230,3101
542,Point,770,목동역5번출구 교통정보센터 앞,양천구,양천구 목동로 186,37.525715,126.864868,11470102,15820,14460,26980,45690,63320,49650
543,Point,771,목동아파트 703동 앞,양천구,양천구 목동로 186 ,37.528206,126.870163,11470102,357,342,788,1300,1785,1495
544,Point,773,"염창역 3, 4번 출구 사이",양천구,공항대로 630,37.546707,126.874573,11470102,600,500,892,1290,1468,1460
545,Point,774,등촌역 4번 출구 ,양천구,양천구 목동 603-2,37.549507,126.867218,11470102,194,192,466,742,852,666
546,Point,775,세종그랑시아 앞(102동),양천구,양천구 목동중앙남로3가길 59,37.538376,126.863831,11470102,417,349,605,909,1212,1094
547,Point,776,목마공원,양천구,양평교 하부,37.538742,126.885681,11470102,1255,1003,1700,2738,3662,3617
548,Point,777,신월6차보람아파트 앞,양천구,양천구 곰달래로7길 7,37.530128,126.834778,11470103,1181,1102,1989,3536,3789,2856
549,Point,779,양천나눔누리센터,양천구,양천구 중앙로 250,37.518543,126.853882,11470101,1448,1225,1933,2846,3666,3640
550,Point,780,신정교 하부,양천구,양천구 신정동 871-37,37.517338,126.877647,11470101,353,351,637,986,1293,1317
551,Point,781,신정보도육교 아래,양천구,양천구 신목로 10,37.517593,126.876556,11470101,54220,49010,74410,102860,127270,124860
552,Point,782,서남병원 후문,양천구,양천구 신정이펜1로 20,37.511673,126.832741,11470101,1256,941,1502,2198,2779,2621
553,Point,785,"양천구청, 보건소 사잇길",양천구,양천구 신정동 321-8,37.517326,126.866303,11470101,1553,1406,2297,3516,4507,4207
554,Point,786,목동아파트 8단지 상가동 앞,양천구,양천구 목동서로 280,37.520073,126.868301,11470101,1250,1079,1512,2438,3293,2880
555,Point,787,양천아파트 입구,양천구,양천구 목동로3길 41,37.507904,126.862648,11470101,343,311,526,754,870,836
556,Point,788,양천구청역 2번출구 옆,양천구,양천구 목동로3길 57,37.512287,126.86528,11470101,1367,1089,1834,3059,3993,3808
557,Point,790,화곡고가 사거리,양천구,양천구 신월동 455-5 ,37.527607,126.848755,11470103,2305,1974,3205,4795,6468,6145
558,Point,791,현대하이페리온,양천구,오목로300(205동앞 서쪽방향),37.524906,126.869789,11470102,1166,1038,1407,2104,2731,2683
559,Point,792,목동트라팰리스 웨스턴에비뉴,양천구,오목로299(이마트 출입구측),37.525372,126.870926,11470102,1163,841,1398,2101,2927,2732
560,Point,793,목동5단지아파트 534동,양천구,서울특별시 양천구 목동동로 350 목동신시가지아파트5단지,37.53302,126.877899,11470102,1253,1105,1695,2375,3214,3124
561,Point,794,양천문화회관,양천구,양천구 신정동 323-1,37.516865,126.862961,11470101,898,752,1156,2312,2526,2457
562,Point,795,양천 해누리타운,양천구,양천구 신정동 327-4,37.515842,126.864113,11470101,1520,1221,2173,3064,4330,4122
563,Point,796,목동아파트 14단지 B상가 앞,양천구,양천구 신정동 330,37.514664,126.871941,11470101,412,451,826,1282,1546,1316
564,Point,797,목동아파트 1422동 1434동 사잇길,양천구,양천구 신정동 332-2,37.515156,126.87249,11470101,317,288,367,619,665,351
565,Point,800,목월공원 앞,용산구,서울특별시 용산구 원효로4가 109-10,37.532433,126.954742,11170117,81,92,128,242,226,139
566,Point,802,한강진역 2번 출구 앞,용산구,서울특별시 용산구 한남동 726-494,37.541153,127.002212,11170131,419,427,813,1465,1733,1556
567,Point,803,한남초교 앞 보도육교,용산구,서울특별시 용산구 한남동 725-17,37.538139,127.004097,11170131,398,413,701,939,1410,1259
568,Point,805,문배어린이공원 앞,용산구,서울특별시 용산구 문배동 34-10,37.536758,126.970001,11170122,406,436,823,1372,1626,1415
569,Point,806,전자랜드 본관 앞,용산구,서울특별시 용산구 한강로3가 16-8,37.533066,126.960731,11170128,170,201,422,625,819,572
570,Point,807,서울역 12번 출구 앞,용산구,서울특별시 용산구 동자동 14-229,37.552277,126.972687,11170107,301,350,712,1350,1668,1296
571,Point,808,서빙고동 금호맨션 앞,용산구,서울특별시 용산구 서빙고동 235-5,37.520504,126.989739,11170133,360,361,606,1024,1252,975
572,Point,809,한남 유수지 복개주차장,용산구,서울특별시 용산구 독서당로 18,37.530167,127.007439,11170131,383,422,643,902,944,644
573,Point,810,이태원지하보도,용산구,서울특별시 용산구 용산동2가 5-1812,37.53841,126.986649,11170102,94,75,239,302,404,320
574,Point,811,녹사평역1번출구,용산구,서울특별시 용산구 용산동2가 6-7,37.53508,126.985382,11170102,273,300,621,1380,1845,1354
575,Point,812,용산전쟁기념관,용산구,서울특별시 용산구 용산동1가 8-4,37.53484,126.977661,11170106,498,456,1057,2012,2414,1831
576,Point,813,삼각지역 3번출구,용산구,서울특별시 용산구 한강로1가 228-1,37.533512,126.972275,11170124,690,731,1292,1963,2847,2342
577,Point,815,LIG강촌아파트 103동앞,용산구,서울특별시 용산구 이촌동301-5,37.518509,126.978798,11170129,523,429,835,1319,1750,1450
578,Point,816,신용산역 6번출구 앞,용산구,서울특별시 용산구 한강대로 115,37.530148,126.968483,11170125,689,798,1554,2260,2938,2565
579,Point,817,삼각지역 4번출구 앞,용산구,서울특별시 용산구 한강대로 161,37.533451,126.971733,11170124,441,440,930,1562,2143,2183
580,Point,818,숙명여대 입구 교차로,용산구,서울특별시 용산구 청파로47길 100,37.544895,126.969383,11170110,391,397,837,1282,1372,1257
581,Point,819,선린인터넷 고등학교,용산구,서울특별시 용산구 원효로97길 33-4,37.541653,126.970505,11170111,139,155,257,440,604,535
582,Point,820,청파동입구 교차로,용산구,서울특별시 용산구 한강대로 349,37.549026,126.971947,11170104,105,118,300,370,391,376
583,Point,822,이촌1동 마을공원,용산구,서울특별시 용산구 이촌로 219,37.522041,126.965523,11170128,853,901,1582,3411,4966,3888
584,Point,823,효창동주민센터 앞,용산구,서울특별시 용산구 효창동 255-17 임,37.54232,126.96196,11170119,479,433,927,1654,2181,1794
585,Point,825,서빙고동 주민센터 앞,용산구,서울특별시 용산구 서빙고로 279,37.520336,126.994263,11170133,78,82,138,337,539,559
586,Point,826,서울역 서부교차로2,중구,서울특별시 중구 만리동1가 22-1,37.555367,126.968643,11140173,356,301,650,1296,1562,1467
587,Point,827,국군복지단,용산구,서울특별시 용산구 두텁바위로 54-99,37.541885,126.97966,11170102,692,698,1608,2812,3838,2662
588,Point,828,숙대입구역 8번,용산구,서울특별시 용산구 한강대로 289,37.544079,126.972,11170104,195,167,295,493,545,436
589,Point,829,베르가모앞,용산구,서울특별시 용산구 한강대로 23,37.52293,126.961693,11170128,188,202,178,327,380,262
590,Point,830,청암자이아파트앞,용산구,서울특별시 용산구 원효로 35,37.534424,126.94857,11170116,376,388,899,1752,2195,1681
591,Point,831,이태원관광특구입구,용산구,서울특별시 용산구 이태원로 134,37.534279,126.988563,11170130,540,532,1077,1845,2648,2008
592,Point,832,이촌1동 주민센터 뒤,용산구,서울특별시 용산구 이촌로71길 24,37.521282,126.973465,11170129,461,456,851,1469,1706,1607
593,Point,834,효창공원앞역 3번출구 뒤,용산구,서울특별시 용산구 백범로 지하 287,37.539009,126.96138,11170121,230,219,709,1367,1606,1187
594,Point,835,남영역 건너편,용산구,서울특별시 용산구 한강대로77길 18,37.541981,126.971542,11170104,659,719,1503,3011,3735,2742
595,Point,836,현대자동차서비스 앞,용산구,서울특별시 용산구 원효로 74,37.531422,126.9515,11170118,614,578,1107,2078,2688,2285
596,Point,837,한남나들목 입구,용산구,서울특별시 용산구 서빙고로 417,37.52906,127.006729,11170131,352,347,923,1557,1913,1489
597,Point,838,숙대입구역 4번출구,용산구,서울특별시 용산구 남영동 19-8,37.54446,126.972389,11170105,252,229,433,766,896,704
598,Point,839,보광동 삼성리버빌아파트 앞,용산구,용산구 보광로5길 40,37.52401,127.00145,11170136,668,640,1312,2569,3093,2529
599,Point,840,용산 파크타워 앞,용산구,용산구 서빙고로 67,37.523651,126.970268,11170127,412,464,624,1218,1132,854
600,Point,841,신용산역 1번 출구,용산구,용산구 한강대로 100,37.52961,126.968872,11170125,469,464,820,1233,1650,1384
601,Point,843,녹사평역 광장,용산구,용산구 이태원로 134,37.533798,126.98867,11170130,337,334,548,742,877,836
602,Point,844,이촌2동 동원베네스트 아파트 앞,용산구,용산구 이촌로14길 7,37.527149,126.955162,11170129,657,685,986,1420,1656,1496
603,Point,845,용산 선인상가,용산구,용산구 한강로3가 3-42,37.5327,126.964378,11170125,213,183,396,789,831,735
604,Point,846,용산중학교,용산구,  용산구 후암동 260,37.546501,126.980949,11170101,471,476,900,1511,1971,1799
605,Point,848, 삼각지12번 출구,용산구,한강로1가 24-7 ,37.534889,126.975624,11170106,252,262,501,1042,1240,1050
606,Point,849, 삼각지 자이아파트,용산구,한강로1가 80-11 ,37.536079,126.973419,11170124,174,163,249,445,339,499
607,Point,850, KCC용산월츠타워 ,용산구,백범로90길 90,37.537399,126.968925,11170122,233,296,670,1084,1279,939
608,Point,851,효창 푸르지오 앞,용산구,백범로 260,37.540478,126.958115,11170119,1363,1314,2596,4721,6533,5166
609,Point,852,청암자이APT(103동),용산구,청암동 92-1 ,37.534527,126.947182,11170116,69,58,115,242,277,251
610,Point,853,용산역 맞은편,용산구,한강로2가 408-5 ,37.528568,126.965691,11170125,77,77,146,271,305,261
611,Point,854,HID 유족동지회 앞,용산구,이태원로 271,37.538727,127.001549,11170131,189,199,410,803,764,588
612,Point,855,이촌역5번출구 앞,용산구, 서빙고로 83,37.522724,126.972771,11170127,168,156,317,448,452,377
613,Point,857, 현대 안성타워,용산구,이태원로 217,37.535023,126.998054,11170131,57,56,113,148,97,68
614,Point,858,녹사평역3번 출구,용산구,용산동4가 1-1,37.534409,126.986893,11170103,498,542,1065,2336,2910,2186
615,Point,859,남산공원 야외식물원 앞,용산구,이태원동 259-16,37.541885,126.995865,11170130,177,195,355,453,706,598
616,Point,860,LG한강 자이아파트 앞,용산구,용산구 이촌동 429 ,37.520748,126.970825,11170129,233,236,687,1206,1443,1080
617,Point,863,이촌역2번 출구,용산구,용산동5가 17,37.52177,126.977005,11170127,90,62,89,142,73,67
618,Point,864,순천향대학병원(한남오거리),용산구,한남동 705-5 (한남대로),37.535141,127.006004,11170131,343,401,575,697,717,686
619,Point,865,하얏트호텔 앞,용산구,"한남동 산 10-138
 (소월로)",37.540794,126.997849,11170131,181,159,287,488,635,471
620,Point,866,브라운스톤 남산아파트,용산구,후암동 458,37.551548,126.97686,11170101,122,123,339,575,689,510
621,Point,867,서빙고역 광장(1번출구),용산구,서빙고동241-14,37.519909,126.989235,11170133,538,710,2178,4659,5925,4302
622,Point,869,노들섬 동측 앞,용산구,서울특별시 용산구 이촌동 303-8,37.517296,126.959145,11170129,361,333,594,1202,2172,1848
623,Point,870,노들섬 서측 앞,용산구,서울특별시 용산구 이촌동 304-11,37.517319,126.958298,11170129,230,215,283,428,572,600
624,Point,900,은평예술회관,은평구,서울특별시 은평구 녹번동 85-4,37.603943,126.927696,11380102,338,279,559,943,1218,1080
625,Point,902,진관동 은빛초등학교,은평구,서울특별시 은평구 진관동 45-21,37.643108,126.918221,11380114,436,373,687,1140,1429,1178
626,Point,903,은평뉴타운 아이파크,은평구,서울특별시 은평구 진관동 13-20,37.645866,126.927391,11380114,722,673,1367,2533,3286,2909
627,Point,904,은평뉴타운 푸르지오,은평구,서울특별시 은평구 진관동 5-8,37.648674,126.930702,11380114,1009,1016,2002,3698,4550,3949
628,Point,905,구파발역 2번출구,은평구,서울특별시 은평구 진관동 86-31,37.636234,126.918999,11380114,1641,1698,3380,6175,6830,5389
629,Point,906,연신내역 5번출구150M 아래,은평구,서울특별시 은평구 대조동 207-8,37.61721,126.919579,11380106,590,593,1007,1568,1965,1710
