대여일자,구로동,당산동,당산동1가,당산동2가,당산동3가,당산동4가,당산동5가,당산동6가,대림동,도림동,문래동3가,문래동4가,문래동5가,문래동6가,신길동,양평동1가,양평동2가,양평동3가,양평동4가,양평동5가,양화동,여의도동,영등포동,영등포동1가,영등포동2가,영등포동4가,영등포동7가,영등포동8가
"""2022-06-21""",2.3156642879555296,-15.070996767551144,-11.689819249889958,-14.557877035715212,-54.647379788633515,-13.955915386610727,29.8145062619065,104.62898830840425,-14.114638442548888,105.3755859667388,-34.3603960242919,24.926002493041565,-30.097676838556794,22.0225140752992,91.83342736310888,34.16177534785934,60.05010234827823,-9.049314968562015,38.73450121933264,57.243361232344675,98.60290234897688,468.20427032518705,72.01326511397554,55.12652238641357,-17.120869963082264,43.159219476174115,15.029145013851895,85.12396434116317
"""2022-06-22""",18.761394070878325,20.722954690561707,22.4866685296905,40.30040092575151,176.60894952055065,187.2538416064246,38.228115317516426,-96.29847638866713,81.52454100638829,-77.86486357531987,150.68715735802158,-3.895397216750478,58.79925818206327,110.84122362590334,-41.50476780432555,61.40085451733216,20.72861229909151,127.36643582687219,13.0271664164231,49.08858355518997,-65.95221580978563,514.1801592056415,-19.365377070942188,13.89119539492057,20.604488249534334,-132.97709909347952,3.7370441843869244,-43.787095533460146
"""2022-06-23""",-6.76653144660904,29.651343379123674,13.221234288804968,9.843467304769918,119.75015357731687,206.23261019571422,112.09352060059169,-99.08171804563514,133.9723351690094,115.72398333986976,242.94298924014285,69.11875475498772,43.436417858562464,112.42134069919838,427.59965568609016,75.82733999217562,51.16638209672588,142.58126735973957,20.007371320645817,75.5825985313005,-51.566372860437795,749.74843445686,114.7619971153133,79.92841406809974,41.9004910292114,104.07915440538505,94.03144972545644,111.87048713249834
"""2022-06-24""",-11.036375515640927,1.259405356308772,-35.540793463252136,-28.250698800125377,-266.3063239658875,-318.859550283461,-153.73584745386074,292.8433915582801,-99.47173129953185,-41.71420398314709,-252.990079578135,-59.82029783068319,-69.28113916011725,-146.75668316494873,-237.36928987988745,-103.13305991189453,-83.93835915115575,-182.9998862985637,35.669692781520155,-90.08676384286505,133.46080794842013,-253.17024216012442,-37.999374664083234,-67.98882748541715,-7.774798152664928,109.2318232991358,-73.22189218846037,-98.17739595461536
"""2022-06-25""",-6.3662364286979525,-11.04778292840357,8.391355240296253,-6.284368051600012,-2.2379545013866817,-56.69097768973924,73.81666901968325,85.29004469212113,-71.98075982480364,37.23066693976265,-63.72308424045872,-23.626656549634603,-13.159557266449692,-2.0412347657665393,-87.00152641626349,-4.77601496476899,0.4974559264842675,-153.64229906364568,2.7396920890125926,-39.27116561739659,47.156251721790404,143.0374431808234,-68.01462944944849,-20.56064102095221,-20.83133099411556,-42.30796933685323,-29.664588233887955,-5.268371282667182
"""2022-06-26""",15.016121739500576,46.75577157456885,0.1389479378645575,13.383621537208741,41.90793313982621,88.92302148778826,4.162010552036264,-90.25638362891524,52.416269571444914,-1.5263481710192224,93.03566704277057,43.75937877114062,36.02509839455726,41.98006672561513,51.52433179936122,-23.488764280400417,59.27022988388078,125.40338094230609,-5.371152242765035,26.300498734009906,-71.59886262822016,-240.3851859044571,10.01622189285294,-7.119702986336456,13.39765109355572,35.309538020261606,21.03137527119068,21.61893033605675
"""2022-06-27""",-13.182168878558093,-62.30901798692901,5.296464856974108,2.120806641605654,7.9559075374748005,-37.6541359454267,-25.228151336386716,-189.60838004700014,-1.8247308665640958,-63.931257476978914,-62.3819492845212,-49.21306910083018,-32.608751377113606,-74.84996693824206,-84.78712977747423,63.91214045384359,-52.85198570661338,31.87805958991764,-77.09630770038267,-20.764418335526543,-64.55441995372367,-1077.8695929174326,10.517391589833636,9.551263218572313,-36.189497980475494,-26.55976632236863,-8.252863400225188,10.344397577076364
"""2022-06-28""",15.54646909643548,-52.24498520012415,-5.925559320314406,-30.67848851837389,-136.23817569474988,-196.99789016706808,-140.3347346347657,71.40287829362217,-140.3298368473794,-56.431776743770165,-123.05786707239143,-23.322641919329413,-21.617862823155303,-118.72283866535074,-224.31084380193658,-138.5828791239477,-33.01731713711878,-182.45967321008496,1.4840414440334797,-87.30613468888993,51.54550567111569,-492.5366740727087,-45.40712097438142,-35.927046664040255,-1.9305958787492585,-83.50251146835359,-49.28368279123035,-72.45008853301783
"""2022-06-29""",-4.159090855064839,65.68567141110981,21.511268185302093,45.060268510823484,302.1503570461457,476.09034201560434,148.40026254726195,-205.8275196594797,187.09996144042188,64.06553950335977,256.66795631139513,94.11425467892656,83.70547869554592,179.4485208902937,442.57765654345695,197.95549788808,67.78519196736525,278.17475844923194,-44.709615162927,150.56079612088715,-100.91174709891726,1269.2812910042453,7.900225919481329,38.791395989326915,27.05196086758508,-64.22393984245501,107.44286603894854,106.03946024122224
"""2022-06-30""",8.28726147924191,47.30445316476342,13.044235738953631,30.39825566181623,49.953278429439706,109.47510568389345,168.60456987419147,265.75782581044405,127.89158043207101,118.28493954092369,144.81320444899723,12.685352620751871,46.81232035251223,176.7271049466769,229.80307396440014,22.14474970215781,75.90638687647024,148.13071249232928,150.82151633697072,96.63433512108034,93.83352225085807,1161.8501110890556,153.17636135218768,104.28149590487399,38.577294140017095,164.91645271870047,83.31351132759741,41.94109097899724
